"DB","OR","OR00","OR01","OR10","OR11"
0.272972265392702,0.915797335304048,0.915797335304048,0.926062505253468,0.966832277164509,0.969473408746161
0.143876545656133,0.955618976477091,0.955618976477091,0.997685522371877,0.959651006147492,0.997382384908309
0.380958269321463,0.883445812091296,0.883445812091296,0.898871206594399,0.944446405710059,0.938873493521304
0.362173617231823,0.889192976664873,0.889192976664873,0.947915405858885,0.897994869240643,0.944519475521402
-0.351854040601977,0.987180322721703,0.96258807153849,0.967079778770478,0.987180322721703,0.987616133247001
-0.309231431637473,0.976619540715019,0.971124966352515,0.998070256341372,0.976619540715019,1.00092722618199
0.211109544674893,0.836015497968458,0.836015497968458,0.837383454414853,0.830402456650436,0.831923130875352
0.521305772645441,0.84199919576656,0.84199919576656,0.836756408485091,0.843683520034481,0.838849906979034
0.654565813678359,0.83063925060043,0.836481612370106,0.837380963851252,0.83063925060043,0.832012380416452
0.617133306373357,0.840324445513764,0.838960695096625,0.833507458343393,0.840324445513764,0.835200369331049
0.150322413907274,0.953241548463197,0.953241548463197,0.942346352830128,0.98163779367099,0.968805799710493
0.285384846906738,0.911229781463873,0.911229781463873,0.950052442182834,0.902246701679758,0.941902127270885
-0.0294245373643373,1.00583291841741,0.956355847140281,0.974636587976728,0.99725462966613,1.00583291841741
0.025600191853998,0.994925193599294,0.931743891859614,0.97715678420654,0.960002287903021,0.994925193599294
0.571866830557982,0.82359852230798,0.82359852230798,0.825123177218508,0.818794151961658,0.820704821220757
0.549062464069686,0.83063289417816,0.83063289417816,0.824780514288723,0.830942267448393,0.825713668829592
0.541946818822962,0.859778012458697,0.834587509176817,0.849775177983051,0.859778012458697,0.87251283969168
0.417905979041301,0.891872034392902,0.882080621066732,0.90100379846299,0.891872034392902,0.911661436265657
0.541124280283239,0.837313994748133,0.837313994748133,0.838119162607106,0.831384081776329,0.832532392551222
0.554616611981535,0.833257600264448,0.833257600264448,0.828445539506226,0.834704219929108,0.830350259083583
0.193067290153712,0.951741220591473,0.894538607767811,0.921390809051254,0.951741220591473,0.963150622490715
0.28404390030524,0.929000858114004,0.900374670455662,0.953830515498854,0.929000858114004,0.964862092164355
0.0643926424589706,0.987133198213631,0.934202274010128,0.939766057013314,0.988498636699009,0.987133198213631
0.121871701616682,0.975647854037541,0.922620244523666,0.979418850772598,0.927756649018838,0.975647854037541
