"DB","OR","OR0","OR1"
0.0533116053745442,0.966522830483308,0.951162053189475,0.966522830483308
0.0957805362858249,0.939017428336004,0.953422875937366,0.939017428336004
0.0919197574668059,0.942133736574588,0.936921929883767,0.942133736574588
0.120377862623739,0.954858301516098,0.954858301516098,0.965465595638709
0.0675437145772306,0.957585738287133,0.95678229892977,0.957585738287133
0.00566574308243778,0.996450094583203,0.99122543764322,0.996450094583203
0.0819923870495573,0.948176182782185,0.946618587777174,0.948176182782185
0.0555984287929749,0.97931475779159,0.97931475779159,0.973447999732127
0.0429914761882753,0.972828125685405,0.965448987374918,0.972828125685405
0.040410296283031,0.974110857412103,0.977660859302533,0.974110857412103
-0.0871802833768164,0.956028042384507,0.961666763027099,0.956028042384507
0.0401702522602334,0.974264643315826,0.959188854017496,0.974264643315826
0.0548134011148064,0.965356322278295,0.960746674345769,0.965356322278295
0.122316127837411,0.954320636173205,0.954320636173205,0.965558010842863
0.0491381114279625,0.968941939651883,0.970298295790587,0.968941939651883
-0.211776394088527,0.933848906473213,0.927306596412641,0.933848906473213
0.114505430517648,0.957865361142039,0.957865361142039,0.965877930492698
0.0598590974076646,0.97849005739971,0.97849005739971,0.96994460724923
0.111748116394171,0.958361370642936,0.958361370642936,0.963674480198747
-0.143363145790337,0.953418727933522,0.953418727933522,0.957561447028306
0.0694355020755663,0.974750726517976,0.974750726517976,0.979377152319562
0.0644396826855681,0.976288087422548,0.976288087422548,0.968339247245915
-0.0968117267418362,0.961639097141254,0.956676193598902,0.961639097141254
0.0826578051934391,0.947964415254063,0.942841137131048,0.947964415254063
0.0521034700503009,0.967435331218562,0.967359142774664,0.967435331218562
0.122568641948417,0.954036759269344,0.954036759269344,0.964301927652817
0.144830712298156,0.947956109543784,0.947956109543784,0.937383629480223
-0.100233972309549,0.962801238898771,0.956455487167379,0.962801238898771
0.0821135630983577,0.948552019521052,0.941796533094792,0.948552019521052
-0.0195796631620741,1.00731190740492,1.00731190740492,1.01079924135456
-0.75121868028994,0.972914847055009,0.973912136933159,0.972914847055009
0.0194623327617561,0.987805758311099,0.985058846362212,0.987805758311099
0.156611525588664,0.944037848187369,0.944037848187369,0.959024982984813
0.109946706300917,0.959094630923478,0.959094630923478,0.975072394541309
0.0512718033168384,0.967803729806946,0.965729698383736,0.967803729806946
0.0737235277701276,0.953588812719208,0.950397106420688,0.953588812719208
0.0743742327651927,0.953296495566739,0.96432260698788,0.953296495566739
-0.265053523056191,0.970341696624293,0.972146237345686,0.970341696624293
0.0508652383851195,0.967851676961972,0.958161018881525,0.967851676961972
-0.14097776024317,0.988527349224227,0.972696562553189,0.988527349224227
0.0905544686433307,0.966452304234149,0.966452304234149,0.964333918905739
0.0444195639825879,0.971924328006973,0.967796672046284,0.971924328006973
0.0164171886043374,0.989713711704336,0.984187444251082,0.989713711704336
0.0644084556458807,0.959554532773551,0.961002518863915,0.959554532773551
0.0420798687172569,0.973634997890313,0.970451502218357,0.973634997890313
0.0843508015193589,0.968963666779671,0.968963666779671,0.982110796865793
0.00121648521594526,0.999545710915207,0.999545710915207,1.0037630139208
0.052957261234882,0.966901711728199,0.956119462357789,0.966901711728199
0.0722404167257631,0.954849739546398,0.964696763091501,0.954849739546398
0.0575945368298813,0.964003414481324,0.960281477508428,0.964003414481324
0.044641589546769,0.971967190816104,0.978949836230522,0.971967190816104
0.00861156263362338,0.994604373619597,0.990289025707505,0.994604373619597
0.0428979758458306,0.973188765096356,0.96827561486956,0.973188765096356
-0.135127511682479,0.984777427755111,0.979382271085572,0.984777427755111
0.083187200549095,0.969050431291774,0.969050431291774,0.961951691537161
0.0102581070068184,0.996169171657205,0.996169171657205,0.983160722744227
0.0969102546930032,0.965370962546047,0.965370962546047,0.958875341980056
0.0678877820502727,0.974647716246786,0.974647716246786,0.965632846793449
-0.10473881826557,0.967312368581669,0.967568848451849,0.967312368581669
0.385143628207807,0.75814799724746,0.748373187184751,0.75814799724746
-0.0772377411322301,0.948273564365786,0.935747210970972,0.948273564365786
0.0636488632301587,0.959770325357551,0.945806628128745,0.959770325357551
-0.234633409645923,0.947708829536953,0.962202039534598,0.947708829536953
0.0561202085175619,0.964528860140614,0.966261027016429,0.964528860140614
0.0616554346917982,0.960375962954876,0.954563477847402,0.960375962954876
-0.127070087918926,0.946758040294568,0.946758040294568,0.954015826011196
-0.264112638056256,0.96585027085783,0.96144128370194,0.96585027085783
0.0114063318824275,0.992853294131757,0.988330302702031,0.992853294131757
0.049224818133074,0.968659018670669,0.960604105480349,0.968659018670669
0.0576662904830978,0.963697328541513,0.956328386434925,0.963697328541513
0.052964759994665,0.966277832665267,0.95917393789314,0.966277832665267
0.0186048711123274,0.988160536564883,0.983619688392108,0.988160536564883
0.121282893956812,0.954518914766196,0.954518914766196,0.957320190155361
-0.116777697488093,0.973810073259991,0.95992158072508,0.973810073259991
0.0737403314263076,0.953050220638646,0.945533167080257,0.953050220638646
0.0452073327772112,0.971745417014243,0.968983151308994,0.971745417014243
0.0448506905255002,0.971443984809304,0.970081802099639,0.971443984809304
0.084256712715268,0.946957854679919,0.948869333173065,0.946957854679919
0.0755699875927577,0.952588256191805,0.947534212878282,0.952588256191805
0.102766072249218,0.961621669306254,0.961621669306254,0.973340412772595
0.0595208670537174,0.962799458091427,0.950110739203555,0.962799458091427
0.0467776647598642,0.970435143421944,0.966605913821269,0.970435143421944
0.0371296509528497,0.976531964569116,0.963020169657068,0.976531964569116
-0.0117349841751014,1.00735262493959,1.00416963045565,1.00735262493959
0.176045884360333,0.934780316666508,0.934780316666508,0.939042126839947
0.0496841336870833,0.981445759203994,0.981445759203994,0.9851199880771
-0.101235254842497,0.963513814387352,0.964856079086746,0.963513814387352
0.0333439820486415,0.979160011219599,0.965394108482077,0.979160011219599
0.0424705676257897,0.972959386799407,0.96505388265654,0.972959386799407
0.150192625191449,0.943910065732777,0.943910065732777,0.956270691760092
0.0918121336276972,0.942201489031691,0.936946250602089,0.942201489031691
0.0199489247770509,0.987305229687331,0.985547163613303,0.987305229687331
0.0491576050056812,0.969200465705102,0.972968678847386,0.969200465705102
0.0572052028562002,0.964158269976486,0.954349749701814,0.964158269976486
