"DB","OR","OR00000","OR00001","OR00010","OR00011","OR00100","OR00101","OR00110","OR00111","OR01000","OR01001","OR01010","OR01011","OR01100","OR01101","OR01110","OR01111","OR10000","OR10001","OR10010","OR10011","OR10100","OR10101","OR10110","OR10111","OR11000","OR11001","OR11010","OR11011","OR11100","OR11101","OR11110","OR11111"
0.146972183158107,0.962629837328147,0.96216425512985,0.96216425512985,0.96216425512985,0.96216425512985,0.962629837328147,0.962629837328147,0.962629837328147,0.962629837328147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.148042297105226,0.96235774276289,0.962960214712408,0.96272546465619,0.962539651106919,0.962861853469524,0.96272546465619,0.962526736541564,0.962861853469524,0.96235774276289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.147480198833211,0.962500665752883,0.962397031237972,0.962500665752883,0.962397031237972,0.962500665752883,0.962397031237972,0.962500665752883,0.962397031237972,0.962500665752883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.150009804909125,0.962008291900002,0.962034264213711,0.962034264213711,0.962034264213711,0.962034264213711,0.962008291900002,0.962008291900002,0.962008291900002,0.962008291900002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.148763143258216,0.962324023298822,0.962326759268395,0.961804846944892,0.962732303942098,0.962571925147159,0.961804846944892,0.961811115517158,0.962571925147159,0.962324023298822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.245593618485752,0.962199384192739,0.962149158237865,0.962199384192739,0.962149158237865,0.962199384192739,0.962149158237865,0.962199384192739,0.962149158237865,0.962199384192739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.231414241328815,0.965848491968756,0.965848491968756,0.965848491968756,0.965848491968756,0.965848491968756,0.96601402876501,0.96601402876501,0.96601402876501,0.96601402876501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.195077104732306,0.97121103147878,0.977362515579042,0.971092242866185,0.975502545379155,0.97121103147878,0.971092242866185,0.971519134372731,0.97121103147878,0.973102752116186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.246795994371926,0.963578493114882,0.963318502754831,0.963578493114882,0.963318502754831,0.963578493114882,0.963318502754831,0.963578493114882,0.963318502754831,0.963578493114882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.331945649358533,0.98173544293587,0.980755815211978,0.980755815211978,0.980755815211978,0.980755815211978,0.98173544293587,0.98173544293587,0.98173544293587,0.98173544293587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0828576701140595,0.979597833693633,0.983708510417723,0.97152207983184,0.982919508787708,0.979841927991217,0.97152207983184,0.960488968642372,0.979841927991217,0.979597833693633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.11666894207529,0.971272434335515,0.969604397595337,0.971272434335515,0.969604397595337,0.971272434335515,0.969604397595337,0.971272434335515,0.969604397595337,0.971272434335515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.257539766995098,0.962316567995719,0.961621454479418,0.961621454479418,0.961621454479418,0.961621454479418,0.962316567995719,0.962316567995719,0.962316567995719,0.962316567995719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.256905243739665,0.962409411963974,0.962248964998481,0.961807588997666,0.962457344615652,0.962409411963974,0.961807588997666,0.961745873993826,0.962409411963974,0.96209181270967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
