"DB","OR","OR0","OR1"
-1.68154106850999,0.930853091496599,0.930853091496599,0.94236260158357
0.112455165390334,0.938429524831536,0.938429524831536,0.950365768291827
0.121651815935081,0.943983582429893,0.930448118566791,0.943983582429893
0.12797501808609,0.92930558490995,0.92930558490995,0.942396937542653
-0.617270208331529,0.975567045369932,0.963889857498592,0.975567045369932
0.0666484201586537,0.969310727461829,0.95948558753651,0.969310727461829
0.0761240328316783,0.95794848044709,0.95794848044709,0.961739840002542
0.0178599008421441,0.992006050047992,0.982326015418638,0.992006050047992
0.0840490114365716,0.952772460240403,0.952772460240403,0.963928499282749
0.0386417918055058,0.982206802843046,0.972467658426181,0.982206802843046
-0.075587713617365,0.933744491165894,0.920071582846005,0.933744491165894
0.143539669993425,0.922555340840757,0.922555340840757,0.929270959134442
0.0908000153560513,0.959796378742953,0.946700579874245,0.959796378742953
0.0704069246989287,0.968825849606197,0.959656901391093,0.968825849606197
0.0355919875242175,0.980000692724487,0.980000692724487,0.991308777096824
0.163179689015274,0.90985824544482,0.90985824544482,0.91887054468319
0.103814057930486,0.943988694325877,0.943988694325877,0.976354285170484
0.0387762507870952,0.983012309178987,0.991674611307436,0.983012309178987
0.0557203012108415,0.969219663637071,0.969219663637071,0.959625479771202
-0.00114937668490054,1.00050353645243,0.99126394895645,1.00050353645243
0.0140024081869104,0.993664068693706,0.985504519490979,0.993664068693706
0.0553508095061743,0.974512883064599,0.948382274369696,0.974512883064599
0.0206356922527709,0.988404706257967,0.988404706257967,0.996266743607406
0.0803448269946948,0.955229539174643,0.955229539174643,0.985965772734408
0.00682616651913676,0.996977570848455,0.996413289328717,0.996977570848455
0.083613590957318,0.953408089376193,0.953408089376193,0.962471082167728
0.0869762493933154,0.961896119313405,0.948258969644642,0.961896119313405
0.131921214769561,0.926489684541058,0.926489684541058,0.936434047830551
0.115255504114794,0.937815634989227,0.937815634989227,0.944377527365421
0.143938492878385,0.935741744250721,0.920799236043549,0.935741744250721
-0.0247541191605115,1.01096040818252,0.99081264394686,1.01096040818252
0.0948437403278753,0.958005934252417,0.947804332954149,0.958005934252417
0.0191509891032303,0.991181637575722,0.973029755829053,0.991181637575722
0.0820634076496059,0.954271896339828,0.954271896339828,0.963300519014684
0.114326675324133,0.948268472704012,0.93610891996212,0.948268472704012
0.0104520710083909,0.994126931528618,0.994126931528618,1.00178394234785
0.110607270103674,0.938770975478323,0.938770975478323,0.933689690303295
0.167092336873915,0.909847855454074,0.909847855454074,0.920815529972624
0.147939177930174,0.933955724138315,0.921389847508558,0.933955724138315
0.0965602617133646,0.957697409154145,0.945225576439426,0.957697409154145
0.0119205748976017,0.993473350395431,0.993473350395431,0.99457070475578
0.123119663781101,0.931987721140752,0.931987721140752,0.943390895766433
0.177573447712779,0.920726139413938,0.913344384360594,0.920726139413938
0.0904426193549118,0.949179861505335,0.949179861505335,0.95849386363228
0.101471446526378,0.942982710999464,0.942982710999464,0.956363907314251
0.0297851456680883,0.983546449276835,0.983546449276835,0.980510219275814
0.105187287875491,0.940894762050915,0.940894762050915,0.954404349897166
-0.101867692858242,0.954961149979333,0.954961149979333,0.978344295496626
0.0242537421124137,0.989261144305648,0.966483044360741,0.989261144305648
0.142835485816141,0.936234158117794,0.925380429116946,0.936234158117794
0.0426488484073896,0.976390816060195,0.976390816060195,0.980268862252134
0.0746261131050722,0.958689115959692,0.958689115959692,0.964233569856922
0.084984471676757,0.952644194999397,0.952644194999397,0.961703565121147
0.0780534313149271,0.956141405261136,0.956141405261136,0.960072872091361
0.143747703593343,0.920592628326623,0.920592628326623,0.931450593060101
0.135393143256915,0.926950676196269,0.926950676196269,0.93326274978564
-0.255939293193894,0.940129670185459,0.940129670185459,0.952131712854059
-0.112063894953366,0.961356226336229,0.961356226336229,0.983053514966058
0.103907647870054,0.954478554266453,0.941361397011578,0.954478554266453
0.107529705527474,0.951344024648202,0.95635382100983,0.951344024648202
0.139216405522536,0.937687841154219,0.923200561433895,0.937687841154219
0.205176388958429,0.908164675763649,0.914811666648129,0.908164675763649
0.102468919420929,0.942422226230145,0.942422226230145,0.953847070142546
0.0527808836376773,0.970782010843429,0.970782010843429,0.987513832112749
0.0686244475913144,0.962427338649099,0.962427338649099,0.964293318371477
0.0848839935334508,0.953109408671323,0.953109408671323,0.966754360364583
0.193603660357032,0.910852268021646,0.903933688064773,0.910852268021646
0.0631821065611727,0.970906843955553,0.95182149376217,0.970906843955553
0.0851310729098537,0.954068816476544,0.954068816476544,0.980692340760063
0.00489828425520857,0.997854084992956,0.990289495539798,0.997854084992956
-0.0457935294681356,0.925349965685146,0.925349965685146,0.93249187655945
0.167675932507179,0.925144672987866,0.916431616353011,0.925144672987866
0.132508936864941,0.940844224613865,0.928902294152522,0.940844224613865
0.00731199662142379,0.996762459327261,0.97789189099697,0.996762459327261
0.0159576754993544,0.991107921784998,0.991107921784998,1.0025340651098
-0.141462842464626,0.977452482665924,0.977452482665924,0.962686174907925
0.137737712877434,0.925685699098687,0.925685699098687,0.934888393748063
0.0417309156575978,0.981117232734119,0.95740398214242,0.981117232734119
0.0585282693741491,0.967668519750824,0.967668519750824,0.96521429849418
0.131064790203174,0.94133643951246,0.935689030171985,0.94133643951246
0.0763211884183466,0.958822056481264,0.958822056481264,0.960850124345258
0.128420606617569,0.941891128227344,0.930456407277526,0.941891128227344
0.033909225152745,0.984656459206903,0.967526460015685,0.984656459206903
0.132464078033534,0.940061503152247,0.918988513001242,0.940061503152247
0.133172044322935,0.940393249283219,0.924336482299649,0.940393249283219
0.187814251212198,0.898667659811093,0.898667659811093,0.92223518422506
0.0166013395481805,0.99067162825388,0.99067162825388,0.999190832877034
0.097092245026514,0.956066857454066,0.942229025664812,0.956066857454066
0.054161125052896,0.975820926315671,0.977285038745498,0.975820926315671
0.193080374799189,0.893116221093306,0.893116221093306,0.904618929727114
0.139022885999049,0.937093716742512,0.92106806691549,0.937093716742512
0.100500335323101,0.943528383008924,0.943528383008924,0.957211544199363
0.124373890369297,0.931903888078349,0.931903888078349,0.950968328046425
0.0531097651079874,0.976290283433934,0.939394613667284,0.976290283433934
0.094979293484496,0.94707479128123,0.94707479128123,0.962751565955733
-0.0921847898674144,0.9509235852917,0.9509235852917,0.96256847871865
0.100296119543254,0.953817135652176,0.949847326436249,0.953817135652176
0.00911026539380033,0.995966237912986,0.984321435901163,0.995966237912986
0.167057876094284,0.909866448246805,0.909866448246805,0.922714373379939
0.171438349792465,0.907503029879414,0.907503029879414,0.919889231280651
0.14010248455502,0.935487693158386,0.919674662125293,0.935487693158386
-0.531241064006064,0.937161177367492,0.925501558401762,0.937161177367492
0.162506478815703,0.925171435336025,0.91872474548447,0.925171435336025
0.132535275656089,0.940029287033444,0.928310401621186,0.940029287033444
0.0829160307244241,0.962481434061347,0.949312180378187,0.962481434061347
0.019258799176991,0.989455589590878,0.989455589590878,0.986783459623713
-0.12184336652848,0.954536100553326,0.940013375236439,0.954536100553326
0.0901878665220133,0.959191010623523,0.93411497806307,0.959191010623523
0.00851976703782203,0.995212702331129,0.995212702331129,1.00274506422938
0.105322624135658,0.95298097136801,0.919435988847268,0.95298097136801
0.0729039815328201,0.959375793422977,0.959375793422977,0.970398075454384
0.152651998500574,0.917638921739225,0.917638921739225,0.92798370111181
0.0693408772070444,0.96258817787899,0.96258817787899,0.987830963561153
0.0712398441047095,0.967196536900622,0.978414258878303,0.967196536900622
-0.102821884682099,0.9465257158333,0.934413190658302,0.9465257158333
0.0861987110562244,0.961833703237154,0.951071599307102,0.961833703237154
0.0872609364201709,0.951375683018881,0.951375683018881,0.961478910435495
0.139355796371126,0.922856612723127,0.922856612723127,0.931347950314936
-0.102887886477878,0.946555580899263,0.935240616971789,0.946555580899263
0.142890161772245,0.920900089018936,0.920900089018936,0.932426595469813
0.0871008950035764,0.951464862723911,0.951464862723911,0.960369021764882
-0.025620968985647,1.01134422421955,1.00822730197529,1.01134422421955
0.0836248799446597,0.963364338309959,0.950904603556916,0.963364338309959
0.0154727878668956,0.993092505416564,0.960469681508807,0.993092505416564
0.0482221263615525,0.972903757568271,0.972903757568271,0.970655557848547
0.0847724540700201,0.962465208589479,0.950944723098933,0.962465208589479
0.104133545410715,0.94197377740668,0.94197377740668,0.952584395811277
