"DB","OR","OR00000","OR00001","OR00010","OR00011","OR00100","OR00101","OR00110","OR00111","OR01000","OR01001","OR01010","OR01011","OR01100","OR01101","OR01110","OR01111","OR10000","OR10001","OR10010","OR10011","OR10100","OR10101","OR10110","OR10111","OR11000","OR11001","OR11010","OR11011","OR11100","OR11101","OR11110","OR11111"
0.0992831011323847,0.97475559279206,0.974612889817788,0.974612889817788,0.974612889817788,0.974612889817788,0.97475559279206,0.97475559279206,0.97475559279206,0.97475559279206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0990526217652895,0.974814196068243,0.974946255119796,0.974590041944224,0.975182592934555,0.974826379758982,0.974590041944224,0.974577859174398,0.974826379758982,0.974814196068243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0995057428391868,0.97469898237353,0.974537035982653,0.97469898237353,0.974537035982653,0.97469898237353,0.974537035982653,0.97469898237353,0.974537035982653,0.97469898237353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0991842632952771,0.974880444771525,0.974441745338996,0.974441745338996,0.974441745338996,0.974441745338996,0.974880444771525,0.974880444771525,0.974880444771525,0.974880444771525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.100647640834816,0.974509827581829,0.974441235152702,0.974058228908469,0.974860707745075,0.974477712551809,0.974058228908469,0.974090343938489,0.974477712551809,0.974509827581829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.299074657393561,0.975744072290301,0.975524913203211,0.975744072290301,0.975524913203211,0.975744072290301,0.975524913203211,0.975744072290301,0.975524913203211,0.975744072290301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.171639744823872,0.974669855709078,0.974669855709078,0.974669855709078,0.974669855709078,0.974669855709078,0.975089341194246,0.975089341194246,0.975089341194246,0.975089341194246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.175165669513505,0.974149508972143,0.97396244281314,0.97371354189112,0.974398408973249,0.974149508972143,0.97371354189112,0.973594044105001,0.974149508972143,0.97403001026511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.170179872608549,0.974885299829543,0.974446596713358,0.974885299829543,0.974446596713358,0.974885299829543,0.974446596713358,0.974885299829543,0.974446596713358,0.974885299829543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0180974056682489,0.904456127044947,0.918701233543752,0.918701233543752,0.918701233543752,0.918701233543752,0.904456127044947,0.904456127044947,0.904456127044947,0.904456127044947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.346312738775526,0.91472690360729,0.92151336231394,0.888489899696215,0.919784579528289,0.915439339004369,0.888489899696215,0.887372715966159,0.915439339004369,0.91472690360729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.327680715788515,0.91931469410492,0.904400069820894,0.91931469410492,0.904400069820894,0.91931469410492,0.904400069820894,0.91931469410492,0.904400069820894,0.91931469410492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.595660301202162,0.912842491395015,0.91575955401593,0.91575955401593,0.91575955401593,0.91575955401593,0.912842491395015,0.912842491395015,0.912842491395015,0.912842491395015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.529848223515297,0.922472169108518,0.94423742600191,0.912857837307326,0.930629740440859,0.922472169108518,0.912857837307326,0.936174345128962,0.922472169108518,0.941937802620735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.528441999001836,0.92267792904398,0.92267792904398,0.926073653320852,0.92267792904398,0.926073653320852,0.92267792904398,0.926073653320852,0.92267792904398,0.926073653320852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.276838526625033,0.93080601572082,0.910817617340987,0.910817617340987,0.910817617340987,0.910817617340987,0.93080601572082,0.93080601572082,0.93080601572082,0.93080601572082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.22163480672866,0.944603825488229,0.946355448933971,0.91575958579321,0.93720802466616,0.929389509851146,0.91575958579321,0.92468104135266,0.929389509851146,0.944603825488229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.341015479571405,0.914765404873069,0.908181671634828,0.914765404873069,0.908181671634828,0.914765404873069,0.908181671634828,0.914765404873069,0.908181671634828,0.914765404873069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.172953206242441,0.974300390582656,0.97373273189472,0.97373273189472,0.97373273189472,0.97373273189472,0.974300390582656,0.974300390582656,0.974300390582656,0.974300390582656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.168077383235429,0.975024903007668,0.975405559079658,0.975164601960837,0.976016325746695,0.975775366786046,0.975164601960837,0.975024903007668,0.975775366786046,0.975635669674705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.159063991209544,0.976364228595341,0.976027004664141,0.976364228595341,0.976027004664141,0.976364228595341,0.976027004664141,0.976364228595341,0.976027004664141,0.976364228595341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.179723444144953,0.974083233562359,0.974083233562359,0.974083233562359,0.974083233562359,0.974083233562359,0.974162069316663,0.974162069316663,0.974162069316663,0.974162069316663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.181254984127146,0.973862379993715,0.974105062905162,0.973783545160324,0.974183896817639,0.973862379993715,0.973783545160324,0.973771362390498,0.973862379993715,0.973850197223889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.182898244401425,0.973625415957513,0.973607179099786,0.973625415957513,0.973607179099786,0.973625415957513,0.973607179099786,0.973625415957513,0.973607179099786,0.973625415957513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.12061347722645,0.973362042873741,0.973362042873741,0.973362042873741,0.973362042873741,0.973362042873741,0.973885869744259,0.973885869744259,0.973885869744259,0.973885869744259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.289936940307883,0.974601866478547,0.974612410942566,0.974601866478547,0.975180349588323,0.975169805124304,0.974601866478547,0.974231753028748,0.975169805124304,0.974799689832678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.844503728087461,0.973977505280694,0.973409564793109,0.973977505280694,0.973409564793109,0.973977505280694,0.973409564793109,0.973977505280694,0.973409564793109,0.973977505280694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.842969083061247,0.878075966460636,0.902900468773375,0.902900468773375,0.902900468773375,0.902900468773375,0.878075966460636,0.878075966460636,0.878075966460636,0.878075966460636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.80269830307966,0.8839005880604,0.921517093367156,0.891754103330107,0.922276655329336,0.897504390451167,0.891754103330107,0.8839005880604,0.897504390451167,0.899800478779491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.811850871403712,0.882576793309517,0.900402341269003,0.882576793309517,0.900402341269003,0.882576793309517,0.900402341269003,0.882576793309517,0.900402341269003,0.882576793309517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.323490594006285,0.918803554746707,0.911851531431457,0.911851531431457,0.911851531431457,0.911851531431457,0.918803554746707,0.918803554746707,0.918803554746707,0.918803554746707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.373754606010053,0.906187240162934,0.901267378215247,0.895581938186007,0.913201531551511,0.909421278759253,0.895581938186007,0.891137742529381,0.909421278759253,0.906187240162934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.31094874644684,0.921951570353973,0.912187319752418,0.921951570353973,0.912187319752418,0.921951570353973,0.912187319752418,0.921951570353973,0.912187319752418,0.921951570353973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.301806082480736,0.973848330531438,0.973848330531438,0.973848330531438,0.973848330531438,0.973848330531438,0.974070066335587,0.974070066335587,0.974070066335587,0.974070066335587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.289431100730135,0.974920629769946,0.975151676013503,0.974920629769946,0.975222822136842,0.97499177957694,0.974920629769946,0.974813048609538,0.97499177957694,0.974884194732877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.854388714214527,0.974033246356513,0.973881877582554,0.974033246356513,0.973881877582554,0.974033246356513,0.973881877582554,0.974033246356513,0.973881877582554,0.974033246356513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.09158220558935,0.909460134168248,0.921943927065867,0.921943927065867,0.921943927065867,0.921943927065867,0.909460134168248,0.909460134168248,0.909460134168248,0.909460134168248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-10.8451534191348,0.899537140185502,0.921362388790123,0.899537140185502,0.908141491453278,0.904256357583287,0.899537140185502,0.90452646711162,0.904256357583287,0.910921008352798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.23680201142724,0.897415066312295,0.897415066312295,0.924441152390365,0.897415066312295,0.924441152390365,0.897415066312295,0.924441152390365,0.897415066312295,0.924441152390365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.269811040620392,0.974811199414451,0.974564611828118,0.974564611828118,0.974564611828118,0.974564611828118,0.974564611828118,0.974564611828118,0.974564611828118,0.974564611828118,0.974811199414451,0.974811199414451,0.974811199414451,0.974811199414451,0.974811199414451,0.974811199414451,0.974811199414451,0.974811199414451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.252586315414627,0.976419251358327,0.976770139809798,0.976387137249221,0.976387137249221,0.976268081501768,0.97684128409131,0.976458277847077,0.976458277847077,0.976339223941451,0.976387137249221,0.976268081501768,0.976268081501768,0.976419251358327,0.976458277847077,0.976339223941451,0.976339223941451,0.976490393798011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.265514871698247,0.975212277672824,0.975071998543905,0.975071998543905,0.975212277672824,0.975212277672824,0.975071998543905,0.975071998543905,0.975212277672824,0.975212277672824,0.975071998543905,0.975071998543905,0.975212277672824,0.975212277672824,0.975071998543905,0.975071998543905,0.975212277672824,0.975212277672824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.282067435795378,0.973666976801282,0.973602835148976,0.973666976801282,0.973602835148976,0.973666976801282,0.973602835148976,0.973666976801282,0.973602835148976,0.973666976801282,0.973602835148976,0.973666976801282,0.973602835148976,0.973666976801282,0.973602835148976,0.973666976801282,0.973602835148976,0.973666976801282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.04981103741027,0.894606336570558,0.894606336570558,0.894606336570558,0.894606336570558,0.894606336570558,0.891913833879586,0.891913833879586,0.891913833879586,0.891913833879586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.118253675022188,0.906080140523111,0.906080140523111,0.87744282672738,0.911170106455393,0.885776392121734,0.87744282672738,0.886368774831006,0.885776392121734,0.921113048979348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.30592168950623,0.881438078923844,0.881438078923844,0.893493789208862,0.881438078923844,0.893493789208862,0.881438078923844,0.893493789208862,0.881438078923844,0.893493789208862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.14625755655715,0.973907149301471,0.973513187865625,0.973513187865625,0.973513187865625,0.973513187865625,0.973907149301471,0.973907149301471,0.973907149301471,0.973907149301471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.14714511415822,0.974041807172016,0.97437550768668,0.974192971503092,0.974834583259898,0.974652039708998,0.974192971503092,0.974041807172016,0.974652039708998,0.97450087721975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.166630140140071,0.974719319835835,0.974333357458022,0.974719319835835,0.974333357458022,0.974719319835835,0.974333357458022,0.974719319835835,0.974333357458022,0.974719319835835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.608385041044919,0.9113871706743,0.905591942388159,0.905591942388159,0.905591942388159,0.905591942388159,0.9113871706743,0.9113871706743,0.9113871706743,0.9113871706743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
