"DB","OR","OR00","OR01","OR10","OR11"
0.390124729801929,0.879659782411034,0.879659782411034,0.881127391782582,0.880825587943165,0.880846006297458
0.416351489249825,0.871569718650616,0.871569718650616,0.873423079516376,0.872482802388186,0.873163653092993
0.422992702242293,0.870585376742258,0.870585376742258,0.873196504409933,0.873303831043847,0.874295926293943
0.427492053424242,0.869208800184248,0.869208800184248,0.872017631571953,0.87153059201862,0.87280176250159
0.156086671190094,0.861325729118023,0.863592081712326,0.864094489180169,0.861325729118023,0.862868304181641
0.107511398731946,0.8733614274436,0.873983841832055,0.874241017072042,0.8733614274436,0.873422567508886
0.273804801151997,0.817013404638981,0.817013404638981,0.816703604998315,0.816953560056223,0.817386092028513
0.591047708930459,0.820861348077072,0.820861348077072,0.822254354223692,0.822471922049697,0.822292473011601
0.461785659088434,0.880518713854461,0.881018424549549,0.88087563421202,0.880518713854461,0.879984896633467
0.500523242831584,0.870495846672014,0.871093148411464,0.87142404427793,0.870495846672014,0.870658884574958
0.0914381518952353,0.971557758534628,0.971557758534628,0.97422514176191,0.963495722420102,0.974039796229304
0.110590365466464,0.965600377816639,0.965600377816639,0.960792939775489,0.953231879823193,0.959591252597817
0.130708628353677,0.974089218253527,0.959025479553754,0.965823837866782,0.957285316634917,0.974089218253527
0.244719288232276,0.951488527219631,0.949611830220495,0.946639584659093,0.948784166503468,0.951488527219631
0.555192319594495,0.828742042121642,0.828742042121642,0.828507206371197,0.829057534538744,0.827749608564339
0.493475744289248,0.847779507664649,0.847779507664649,0.847817938367078,0.848085191894253,0.8467507588239
0.446432890056642,0.884491051569398,0.884365988222738,0.884833047456675,0.884491051569398,0.884154099038056
0.477920383005852,0.876344055054831,0.876673371922772,0.877255880672436,0.876344055054831,0.876352190174451
0.407779799038924,0.877403271401299,0.877403271401299,0.8777013472669,0.877566221671111,0.877353343939361
0.421398992438056,0.873308736652834,0.873308736652834,0.873161652959142,0.874836756567706,0.872878658375732
0.254395325991513,0.936411766541032,0.919230268017491,0.939727966063552,0.936411766541032,0.947551740947648
0.218382763867208,0.945413406798732,0.927737497880457,0.940379322908737,0.945413406798732,0.935828800916987
0.276479846900836,0.94475438105735,0.936115001114702,0.947027167224848,0.941090167732686,0.94475438105735
0.191191211285481,0.961796576053336,0.953844300254962,0.956285293516897,0.957067484548404,0.961796576053336
0.233337933404319,0.931071635625318,0.931071635625318,0.948214655560525,0.937996226514009,0.936497749155058
0.164074225863672,0.951532235415711,0.951532235415711,0.956722087634723,0.954039516757155,0.945356208994671
0.612847078099584,0.878513399730313,0.879642634363031,0.878427148666827,0.879232272863134,0.878513399730313
0.643684746430674,0.872400351924969,0.872419174932569,0.870535001157494,0.873275846920845,0.872400351924969
0.18194973598556,0.943639491382917,0.943639491382917,0.956763675661384,0.952074056120257,0.945564273826278
0.160350012760197,0.950330192968031,0.950330192968031,0.975933145296956,0.971929118259486,0.955941173758746
0.124583339721867,0.961672033515432,0.961672033515432,0.970919949529703,0.974491861682292,0.963848364667769
0.0757407587595805,0.976698415135331,0.976698415135331,0.967082015871079,0.981271053961007,0.981193929245333
0.15591068241939,0.962348890079945,0.954305905980577,0.964637138740466,0.962348890079945,0.963574618378847
0.186101032347544,0.95505817615303,0.952104810232317,0.97204202440806,0.95505817615303,0.958541118518129
0.403768429149813,0.874406044742346,0.874406044742346,0.87374219154664,0.874223315940323,0.873738753669168
0.037243475232838,0.888415228504934,0.888415228504934,0.887709089133156,0.886981504461542,0.886519864586015
-0.217321118157571,0.943204969827639,0.932474213981344,0.925893699103895,0.937771355583837,0.943204969827639
0.266131042169927,0.947091244101406,0.934709933349398,0.958118443127527,0.946787376800094,0.947091244101406
0.238405233231542,0.927096335750472,0.927096335750472,0.932695746627249,0.937212096556237,0.947107487659558
0.168134941701189,0.948584797522072,0.948584797522072,0.959695555891264,0.943152688106413,0.952827333639032
0.209529605227787,0.936627856442521,0.936627856442521,0.952620543255312,0.950997191141262,0.963013335512742
0.224800415733288,0.932009206039674,0.932009206039674,0.949648528372129,0.94931302856129,0.958466610454111
0.412871599780229,0.875127153207613,0.875127153207613,0.874504658668454,0.875671754437677,0.873995937310008
0.115758917269762,0.86498873889025,0.86498873889025,0.864376864403266,0.864749973005575,0.864466929409056
0.59221264758627,0.88387423384171,0.883026535977511,0.88347660149756,0.883841382922922,0.88387423384171
0.650736675881784,0.872398376897105,0.871156470254415,0.872871249858153,0.871105525847806,0.872398376897105
0.0602182849479269,0.882052316819291,0.882052316819291,0.882412385988244,0.882112846980422,0.882212502856231
0.407660228193913,0.87849958018649,0.87849958018649,0.87785264904535,0.877397426108397,0.878933366512492
0.484261835781471,0.877912816356388,0.876955029678775,0.877912816356388,0.879077570596163,0.878139755013658
0.486222272207445,0.87741857100341,0.876269856827993,0.87741857100341,0.877770404366968,0.877972021254307
0.486013551072093,0.881206287007669,0.879997952735974,0.881418152639168,0.881206287007669,0.881504784091133
0.106168373774412,0.874049803996895,0.874351653476946,0.874733828986858,0.874049803996895,0.875777948097736
0.205751363431371,0.95020667125376,0.956871681065171,0.968186104052197,0.95020667125376,0.964569885025711
0.139632639779319,0.966207884019412,0.955744371511843,0.95613553459383,0.966207884019412,0.963494846640865
0.665007540537765,0.838787424037164,0.838775532409855,0.837585198845723,0.838787424037164,0.838677069908498
0.65396734173618,0.841463813069544,0.841430657500186,0.841290072335188,0.841463813069544,0.841322353884143
0.729154683384574,0.848076789108549,0.843916364113857,0.845926796728539,0.84902831077276,0.848076789108549
0.677316725847903,0.858877500033795,0.855910392913201,0.859057337740224,0.858200514551369,0.858877500033795
0.543296087945741,0.863013443452595,0.864588727876056,0.863013443452595,0.863267686696431,0.865699217753839
0.493419612277713,0.875589287096744,0.876136993229638,0.875589287096744,0.875840196334292,0.876872595706663
0.551788788733471,0.861785290475617,0.861712764713811,0.861144531286007,0.861785290475617,0.862799295714179
0.525433940905988,0.868386779508035,0.867193711716078,0.86823417037897,0.868386779508035,0.868550354168736
-0.23048903497665,0.946559655169262,0.913878409515682,0.928002569663429,0.924585000604614,0.946559655169262
-0.327606928885983,0.966177846408219,0.930056193696916,0.954790845185943,0.949794842465796,0.966177846408219
0.377183351706426,0.887583010532982,0.887583010532982,0.88777225613334,0.887477833390464,0.886976407552718
0.397168547487415,0.881626555844715,0.881626555844715,0.880910517546033,0.880455880296625,0.881462047718591
0.159191593533,0.952554004272792,0.952554004272792,0.952969095155582,0.961314726518127,0.959584044200148
0.184517545240792,0.945005772799964,0.945005772799964,0.959096045745747,0.954906680892205,0.956221954776871
0.501833102205602,0.87539260757251,0.875246534866442,0.87539260757251,0.876016200404149,0.876377351982828
0.0893853744643221,0.877805189915064,0.876842615125759,0.877805189915064,0.876681566240214,0.877962759499387
0.197971837432391,0.958139049759376,0.934720404975742,0.94457903557052,0.956609091024919,0.958139049759376
0.197971837432391,0.958139049759376,0.934720404975742,0.956609091024919,0.94457903557052,0.958139049759376
0.285002763494978,0.930338287041669,0.92615874631271,0.930338287041669,0.936119709216861,0.954813174970782
0.177856341600587,0.956527518314336,0.93969640571136,0.956527518314336,0.942769690264082,0.969845189879807
0.195750495256505,0.942175019437645,0.942175019437645,0.926836460943566,0.931968646538407,0.931494094435431
-0.0328566373459642,0.909705874543661,0.909705874543661,0.904098066142771,0.89875753788978,0.907744542398124
0.124939223408695,0.961460496651847,0.961460496651847,0.955494314226453,0.963192288061182,0.962291816596959
0.17577757155259,0.945778594403286,0.945778594403286,0.949844768804991,0.952353128583032,0.950600538816964
0.64515853519496,0.841868145176235,0.841810681624842,0.841358432462632,0.841868145176235,0.841166809271065
0.597476086650576,0.853555371833763,0.853346881375243,0.853485929587541,0.853555371833763,0.853233243589822
0.140700514404384,0.965519689867291,0.970727610898667,0.965519689867291,0.970240428426131,0.970326335537972
0.176625424176836,0.956715869670276,0.943693208660203,0.956715869670276,0.954050932285042,0.94052643543474
0.240366743821784,0.950920899620838,0.949557979465092,0.950982631855858,0.947845898991056,0.950920899620838
0.240366743821784,0.950920899620838,0.949557979465092,0.947845898991056,0.950982631855858,0.950920899620838
0.575243678810774,0.857557346644946,0.856349323659419,0.857191853844541,0.857557346644946,0.859507740641758
-0.209036286234202,0.851761872773086,0.852045179173089,0.853024517639182,0.851761872773086,0.85457904060429
0.28407403489683,0.912372816795755,0.912372816795755,0.918549688492599,0.917829248349132,0.929448634013686
-1.63893348497432,0.905555273620088,0.905555273620088,0.918796804375195,0.920667565903693,0.925267483616965
0.189853409131312,0.851286538385097,0.851270003731564,0.851649267360267,0.851286538385097,0.85115054666623
0.616649465526062,0.841777319121465,0.84013377031034,0.83966416906968,0.841777319121465,0.83945035561429
0.379687815269153,0.88189642616883,0.88189642616883,0.880519068659615,0.881238836251877,0.880612741760488
0.425401985101247,0.867676831505071,0.867676831505071,0.86738077629205,0.866816811550787,0.867251958059196
0.126460585182083,0.968599273951566,0.9878882213282,0.967002424791352,0.968599273951566,0.982938964668707
0.21060849143935,0.947704974370956,0.935790474516401,0.936654945490959,0.947704974370956,0.936506890900934
0.516358493851534,0.872216637787169,0.871066203336873,0.871089435978973,0.872216637787169,0.872241526100669
