"V1","V2","V3"
3.01278935011983,3.01076801368618,8.06194302410664e-05
3.00534507914268,2.99750633132215,0.000250352735486484
3.00766816996805,3.00400102715297,-0.000298742890307235
3.01786792619776,3.01545383101608,0.000174227234028968
3.01179492024001,3.0158740285721,-3.54269200462233e-05
3.00451200904175,2.99570095400078,8.84293542305673e-05
2.95177386571305,2.96369862355947,-0.000343545066559923
2.98243584281562,2.97216937573806,2.8387267751342e-05
2.98908958213904,2.98749689656422,-0.000226473428838126
2.9848351649897,2.99336337585613,-0.00030567652577885
2.98023520798847,2.98321011484114,-0.000244169214390634
3.02056460924686,3.01223534751792,-9.03732735648596e-05
2.98380628151498,2.99413207772677,-0.000244188069723433
2.99177993874408,3.00242953806915,-0.000845170748900697
3.00423835012384,3.00854069803328,2.4293800936394e-05
2.99403484460687,2.98174144876541,0.000246638947125019
2.99325666626926,3.01481505153994,-0.00089647294560999
2.98429298195206,2.98680435764968,-0.00045991280148403
3.02302243236018,3.01081083141508,0.000603248854408428
2.99383437703539,2.99556466342661,-0.00015190353666639
2.98862842104059,2.99650059407561,-0.000256708958595202
3.02006738910377,3.0121401830604,0.000253130374563922
3.01733844685664,3.00930653349552,3.65292714580696e-05
3.01405436584787,3.02889223773308,-0.000635456780396318
2.98231415501402,2.98444518583636,-9.00806317321155e-05
2.98445407919387,2.99681991700498,-0.000256471356105266
3.00962994507915,3.01183671209377,-0.000125232144040199
2.98750983543953,2.99002901494998,9.30886146024353e-05
3.01387342272988,3.00323562728856,0.000137390569879514
3.01903145814928,3.01611011774317,-0.00030415038799541
2.98866087324328,2.98538891759577,0.00025066371101701
3.0198474702637,3.01308759687285,0.000516827946476826
2.9869329922755,2.99570684309844,-0.000542952186941419
3.02530946457075,3.01734780767579,0.000292378107208143
3.02015384732062,3.01325506675671,0.000160072522702806
2.99283713003978,2.99249490258045,5.29673546424255e-05
2.99095280007148,2.99484386944792,2.68148080290043e-05
3.01669057977909,2.99636504723926,0.000742971032846139
2.98828039376444,2.99775816212755,-0.000221609391695356
3.01596579170937,3.00007196416091,0.000198920558297558
2.9839203059618,2.99238200193911,-0.000327455687874418
2.99853350107392,3.01054064693725,-0.000480533927018464
3.01101144578615,2.99748462995482,0.000525286048319954
2.99220805873491,3.01427274585706,-0.000662590441478817
3.02476150397526,3.03095127385644,-0.00049119396453167
3.00327190393106,2.99412690248778,5.66520155668992e-06
2.99036624790576,2.99268160477124,0.000185488236390602
2.95590468018819,2.96551961841465,-0.00038742604875178
2.97913903947821,2.98093253188208,-0.000265744157065474
2.99828209104168,3.00285913218928,-0.000547073776005071
2.98348956656571,2.99704463477372,-0.000231007102777054
2.9916909271573,3.00006087646981,0.000276079587902995
2.97390083161383,2.98378925333519,-0.000730926072024672
2.98820762830641,3.01042324334013,-0.000352291094196768
2.96980083325023,2.98574401598376,-0.00102645888685184
2.98098957756672,2.98573482514468,0.000346957551875056
2.97835237991237,2.99463553726173,-0.000561060857029229
2.99202537222354,2.99096272896894,5.42538537999108e-05
3.00351336408124,2.99190499753538,0.000388823308467584
2.97893278676836,2.99979559006197,-0.000717373772242901
3.00171577959873,3.01484693513872,-0.00027074535313677
3.03115780322771,3.00089084153316,0.000835669240755997
2.99914444417514,2.99869582843797,-4.1342938923927e-05
3.01823648165664,3.00340926079658,-0.000163966324327279
3.00480454577352,3.00802814405257,-3.80764397086241e-05
2.98703333361769,2.98768568203696,-0.000108515504716364
2.98606494775486,2.98119903571944,0.000187333822923818
3.00565840735856,3.00916435928352,-0.000146906884202927
3.00661857154016,3.00321108363253,0.000188266170597902
2.97984049479785,2.98960037568436,-5.0600992931438e-05
2.99682564948602,3.00547308441387,-0.000560568205445354
2.97900764393224,2.98952143680047,-0.00020724136954145
3.00619767681162,3.00592729645539,2.55394579771237e-05
3.00989797748846,3.02854334669351,-0.000650087166903143
3.0105261245303,3.01587665993717,-0.00019379000179966
3.01748847620256,3.01903606058623,-0.000234581781481842
3.00768949222438,3.02723631820319,-0.000550909292336407
3.03034822729171,3.02457436017073,6.1529056790634e-06
3.00953958396667,2.99806302396323,0.000244828474706152
2.99958420468658,3.00507046484527,-0.000170494500243038
2.98834489634048,2.98442329264018,0.000191804805387357
3.00349693775975,2.99923786244897,0.000518144036123117
3.00239930347976,3.00409402127727,-0.000332094847330751
2.98696613898922,2.99437438510386,-6.82395261088331e-05
3.01019899020429,2.99867054348112,0.000270019909938686
3.01454884296961,3.00444887970885,0.000388269600886089
