"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66"
0.00569489781584842,0.0078999504297701,0.00465422251832992,0.00527281047614281,0.00751640601261094,0.00154912751888503,0.0809299857602079,0.0450852687565213,0.122804895382322,0.0171697479406334,0.000275687792200774,-0.03181412061274,-0.0324574482317104,-0.0427675696260192,-0.0335236807009981,-0.0340886749415966,-0.043087414008924,0.140208812106775,0.0967648095714591,0.192323868787376,-0.0137153356376897,-0.042015984671118,3.85405076885569,3.87206246296724,4.17540657448914,3.88712459236782,3.90322524811091,4.21920788605589,14.4290982738647,14.8675642471362,14.294587883411,4.22635555335427,5.60320762293115,4.72615817552345,4.74601399236881,5.42244681989387,4.83785212995253,4.8560233360608,5.69101040285549,20.1538563131482,19.9205119426511,25.5855174575031,6.09878486462073,8.63965941769387,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.0123729971274829,0.0114875493460258,0.0175572884710671,0.0143792879283966,0.0134341750505134,0.0194165239528536,0.0484916436711069,0.0407043951643229,0.0551755179070477,0.0190562046479283,-0.0325704424490825,0.00404626301791644,0.00347434125074741,0.0180068623424628,0.00368616554959966,0.00307926641515677,0.0174360058149742,0.0572070762809024,0.045358453233113,0.116052570591989,0.0171986949519864,-0.0175540105027456,3.71089239604694,3.71542830945114,3.93220385734578,3.69897521181854,3.70421156977718,3.92655031340302,12.3525463072336,12.3916637406672,13.5153548253987,4.87957217854537,5.69257272564207,4.16799089952737,4.1782688635545,4.65739378599905,4.09483614260721,4.10462079761823,4.60144402860106,15.8916850623625,16.0181818673671,18.1288176201279,7.53850267330395,10.0846950480878,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-0.0313560723978701,-0.0322521278641497,-0.032243228639167,-0.0307905653704514,-0.0316442494548825,-0.0296593937427865,0.0117293118392894,-0.0360965555408765,0.0558221408828392,-0.0418129451789802,-0.0452415430408917,0.0228277596452293,0.02359715068139,0.00808512784816451,0.0204608072319769,0.021147453715869,0.00579151587267501,0.127058387433001,0.0901096583311763,0.194176395019917,-0.000804500361904603,0.00637970016789935,3.81890979887531,3.83890743443164,3.77976680493993,3.80423501816946,3.82239693730591,3.77152403723701,9.70402500622486,9.73150293283698,10.5863579264439,4.26370547476336,5.32566354447114,5.44007547234333,5.48807173167767,5.32840350767824,5.37864262043901,5.42724194719951,5.34166766663914,13.5254445012839,13.4079963547909,13.5182165184471,6.94369287445784,7.66057066140803,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
0.0528734177612722,0.0527013746562766,0.0232028983330639,0.0529893201902638,0.0528695284968896,0.0319058032525437,-0.0183710211765336,-0.0539742938214358,0.0158700661089273,0.0843283676142357,0.0774149052688573,-0.0149151147804605,-0.0153068819110158,-0.0252529586897651,-0.0143129000232844,-0.0145942894048345,-0.0277172104527786,-0.0182926583196076,-0.0518615821622981,0.0760880076165709,0.0410291844499134,0.0971738731564907,3.66000907425464,3.68743780580743,3.78404791138672,3.6151748605508,3.64182724187784,3.60225469024883,13.9061016494381,14.6945340854254,14.4833059793873,4.46870657519845,7.8936913850347,4.28622795274461,4.3092575513806,4.25935607630815,4.20491602686803,4.22743300995504,4.22213355839463,19.0413574175767,19.2528765100739,17.9227202145128,6.78202270371281,22.3607295532914,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.0602819729084803,0.0586260973653756,0.0595241504207098,0.0629004906340782,0.0611380704530458,0.0622831832501456,0.11948513730641,0.091543987369731,0.120197671867913,0.0662256151871308,0.0156479199720669,0.0347093128255568,0.0315876023164702,0.0373460461036962,0.0361877465959898,0.0330239011205898,0.038934510321354,0.063646691470553,0.0391851450772355,0.123800533709032,0.0517948614963174,0.0255531735113027,3.58469646414664,3.59461654574144,3.57315383533104,3.5644281894195,3.57670582688397,3.54694147282692,9.8925792730715,9.94367566213882,10.9747383479153,4.58493332752648,6.24435642802473,4.0044046372807,4.04405869526596,4.09412867238971,3.95296657804589,3.99597984629204,4.03558294712062,14.9962558972668,15.3341782031016,15.6183800227744,7.11454903816265,11.8948439100722,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.0365764201325169,0.0369633053288019,0.0381516326541589,0.0338277120676245,0.034319803437767,0.0330925207370005,0.00378513049262397,-0.0394454821015926,0.00367321408357446,0.0383586448782229,-0.0240168689216009,-0.0144012384626134,-0.0132723298524561,-0.0191838102599132,-0.0204417418825081,-0.0193382503465848,-0.0216590352229379,-0.078512298330606,-0.127297544762241,-0.0731294804072713,-0.0299808292920601,-0.0474455672909728,3.97606647429805,3.99323662586441,4.931046249848,3.94971290843368,3.96890824625135,4.81981916801845,10.2724178732105,10.8690182504661,14.1889975864267,4.59269659905904,6.00714108696434,5.43051388435059,5.48021909524992,7.2504799337633,5.3938658629412,5.44525134562119,7.09883516132208,18.7773263388818,20.3206682190392,28.3595185075584,7.28929014575757,11.4621477110215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.0333160282575684,0.0325113907643533,0.0306025019886929,0.0333568875008834,0.0327671309815951,0.0303101606734915,-0.00490065881848345,0.0203935483865494,0.0203785274858936,0.0158687770166441,-0.0693831173048753,0.0203063519153579,0.0190462303834383,0.00543994220861832,0.0226403777099897,0.0218758305368184,0.00868294801549041,-0.030013556413225,-0.0275070904931219,0.0480152298444547,-0.0181185447353234,-0.0927331642397177,3.89659520363104,3.84906736860181,3.94872738039015,3.86386098996076,3.82083761504977,3.92761276688281,13.9002707266421,15.5375136127084,10.999014709,4.52737150263041,6.2283208208717,4.73167954154146,4.58262177608923,4.65102387050466,4.70509461137885,4.57571911095109,4.62830461372509,14.5955065203524,15.0452396512297,16.2573697921591,7.54186149891443,13.0250957351444,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.00976945658701922,0.0092224290634757,0.0100834300971542,0.00911281289034482,0.00854249078731195,0.0119448861017033,0.0188868203428623,0.00578496504988069,0.0346582404098243,0.0235451703163072,0.0243871861686205,-0.0352097001388608,-0.0356262214215942,-0.0378214459500575,-0.0338597767961459,-0.0343376198185836,-0.0385594772960342,-0.020510703239813,-0.0347818891554387,0.0432567623252004,-0.0197539632866741,-0.0209390311426663,4.00086354874844,4.00187607433955,4.46262169588398,3.97107318730577,3.97057332266522,4.33793097350413,9.91256685596147,10.1053781077587,9.74375550308901,4.33758945288496,5.68889528205101,4.04905947809476,4.03454118061483,4.91370205458254,3.93154735403184,3.91373073700523,4.515060363161,14.645395119817,14.5913152879283,13.9244836419912,5.23428095730146,7.98277011638473,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.0895190800286021,0.0880531620408198,0.0782676925013335,0.090789620159363,0.089212247609967,0.076293497331307,0.0160682066644848,0.016900069611133,0.0370141416143199,0.0638665417630344,-0.026793456717018,-0.00773018755326549,-0.00910084222537255,-0.0119422689347507,-0.0102185700639935,-0.011539526677032,-0.0109901078361635,-0.145091664821241,-0.134642601738662,-0.0879118342962707,-0.0369598463551553,-0.189262663435983,4.37485098727189,4.42035029929475,4.50672487388887,4.38579254486025,4.43378751739309,4.52034135463074,12.9079321744977,13.0989116759194,16.0348641200346,5.74536894009906,6.85660654160915,5.6934811862348,5.855458638908,6.6890907489041,5.73119499162142,5.9023207171546,6.78059633103454,22.8404253486231,23.5349613777313,31.6074699459793,9.78001860527825,12.126359412487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
-0.0223861468101409,-0.0238899653304232,-0.0237474284663031,-0.0219046974538077,-0.0235579931255092,-0.0276239369341593,-0.0374714137762959,-0.0102013912699768,-0.0107153623926628,-0.0290818833329651,-0.106093165070494,0.0308936921947043,0.0304526608268628,0.0492509294419302,0.0321323960326998,0.0317496311575354,0.0527277935859366,-0.0237494774471039,0.0136825525832597,0.018336993308577,0.0132201778031595,0.0164898754607762,3.53515025540005,3.53728783215943,3.79129835103497,3.56154106585368,3.56321148018975,3.82184633144993,11.8535031381629,11.9616842202888,12.2883781509311,5.03195837050043,7.73476485982573,4.96592047795054,4.95072499962704,4.80257124373149,5.10013202010514,5.08567223243135,4.87646429457988,21.2874581445083,21.9531070988495,20.3639793944687,9.17164383812411,12.7726787420084,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.0393533668091384,0.039715823077942,0.0279270536130425,0.0387713501747435,0.0391010865612951,0.0254845568053503,0.0457836964184435,0.0300050943564205,0.102728401175585,0.0251878082011308,0.0319364056669844,0.089107955658193,0.0898764144528764,0.0642406496392445,0.0895729265169724,0.0901402486082484,0.0639824643133168,0.0638959572897947,0.039777809550699,0.0997638991347808,0.056540169472155,0.0809778963201677,3.62505131263773,3.63028315484891,3.47941629575702,3.64005812476792,3.64472943425706,3.48287041935468,9.00045836758192,9.10612548889346,9.59099078501391,4.0370965994611,5.5235960189014,4.09761834655957,4.20730958200572,3.63343489849501,4.08724343896033,4.19186516185409,3.63216380378367,10.988769069404,11.0395586739291,11.4654147201886,5.00368760889197,8.68072038737853,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1
0.0261782285393446,0.0264945298160111,0.0252030687333917,0.0252578763914402,0.0255698453818072,0.0221898201628581,0.0274465376589124,0.0539237929240803,0.0372894518728795,0.0108553559420881,-0.00222345925458622,0.0393727655719774,0.0393249577312158,0.0227059581479457,0.0397589546457165,0.0396781721128618,0.0241406650763972,-0.040920795777078,-0.014321438369604,-0.00963308603496582,0.0175759454359936,-0.00508874807735482,3.67151956979114,3.66281242843582,3.9652240465743,3.62850634068065,3.62074574468281,3.8938327641909,10.5635377896698,10.6306817686629,10.6481934481012,4.55820875335297,4.9427462391557,3.80532749069972,3.76587548487034,4.01250764075091,3.7458415233008,3.71072927299044,3.93725069929189,13.08882241969,12.801091159153,15.0557989538223,6.48440778783235,7.61746493768332,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-0.0301818404589942,-0.0309538646988181,-0.0302918095233644,-0.0290036720461049,-0.0298933652356297,-0.0283418314188566,0.1476504896538,0.0392705737566414,0.14668766075875,-0.0172799809996675,-0.0539458375732567,-0.0189364529856573,-0.0152229131177007,-0.00779401122531065,-0.0190212959067905,-0.0155476822377174,-0.0105021093305061,0.0790670849577843,-0.000797357943342125,0.144974568128869,0.013559719619481,0.0123611025465385,3.69085788782169,3.70906062096357,3.94110697822051,3.69155316081646,3.70972780121563,3.94139640575443,13.1515276814992,12.5504774164575,13.342436521328,4.37029193283978,5.98126784838619,4.91313929118831,4.82277729652472,4.51369929089029,4.77994624466896,4.71846918346805,4.42417308048132,13.9083445740554,13.9390738284408,13.2856665023505,6.90273175959396,11.8448070051651,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
