"V1","V2","V3"
3.01983081228777,3.01190776271312,5.98491577087883e-05
3.0216843703197,2.99688369253835,0.00407069082750664
3.01860034404145,3.00781185841258,0.001107671674158
2.99698450902037,3.00357505001741,0.00278483301243822
3.00760204404631,3.00834272563477,-0.00271300663942949
3.00129262979996,3.01865096559242,-0.000465569294486419
2.98803171678369,2.99582467681368,-0.00519821932096249
2.99938783524289,2.99409582222931,0.000989167763415844
2.99148135175212,3.00274006555595,0.00195926589564441
2.99571686993536,2.98937959866057,0.00247462174010194
3.0164271753981,3.01563428644624,0.000993197801973437
3.02879413048331,3.0129499317105,0.00520239991854467
2.99145368713375,2.98902524318854,-0.00267033975657502
3.03786588795292,3.03523638217795,-0.00176106782418846
3.02574428378511,3.01691154108983,0.0052104150738782
2.99563568492109,2.98430892823345,0.00389902945353881
2.98062009106962,2.9835455033953,0.00073413072255357
2.97452115068317,2.98759918130486,0.00277489452110585
2.96736002315402,2.98523762436072,-0.00299893230240178
2.98343231089046,3.0023474529681,-0.00077651956032845
2.97740234456073,2.99265744614146,-0.0019279594687715
3.00645438407119,3.02081423015527,-0.00344454447277249
3.02443639573631,3.00873597188482,0.00293255071985534
3.04831473957122,3.03872203745864,0.00692293615163061
3.02908617205998,3.01850329433215,-0.00375058586649811
2.94472050973586,2.98801873956987,-0.00563592459158214
2.98561249039186,2.9718908180148,-0.00309981078308612
3.00171705722062,3.00505021639555,-0.00109145904723927
3.01745761107818,3.00660497900999,-0.00116258438476209
3.0371834889913,3.01794483472291,0.00436690601035484
3.02408894856714,3.00956997688353,0.00963633007375992
2.99935247182907,2.99721145385735,-0.00070505693273846
2.98350561029615,2.99090681070331,-0.00217527808338809
3.01609232768184,3.00332356072939,0.00477531382002479
3.03532688653272,3.03148914482187,0.00456772926194651
3.00470607686303,3.00212221272086,0.00637604407460355
2.99586494102491,2.99724146136642,-0.00187501623415693
3.00967409699812,3.01458388883665,0.00113554842628493
2.99102575817637,3.00343344901691,0.00326760274491924
3.03545547982125,3.00914236180876,0.00237570305483967
3.03139951182073,3.02730820911565,0.00154131438052743
2.9987943720493,3.00974039733946,-0.00538035033086271
3.00685096079043,2.99825724821332,0.00137089819648305
2.97012556799446,2.97681689531969,0.000981307084058168
3.01866032912096,3.00294461179191,0.00658979685744656
2.9804088533854,2.99935286357597,-0.000610172495308524
3.02339549881271,3.02031712348283,-0.0004629825536137
3.02463568875973,3.01134861298013,0.002854003303152
