B_True_DE,B_MisOR_DE,B_MisPS_DE,B_MisBoth_DE,B_Over_DE,B_Under_DE,B_True_IE,B_MisOR_IE,B_MisPS_IE,B_MisBoth_IE,B_Over_IE,B_Under_IE,S_True_DE,S_MisOR_DE,S_MisPS_DE,S_MisBoth_DE,S_Over_DE,S_Under_DE,S_True_IE,S_MisOR_IE,S_MisPS_IE,S_MisBoth_IE,S_Over_IE,S_Under_IE,C_True_DE,C_MisOR_DE,C_MisPS_DE,C_MisBoth_DE,C_Over_DE,C_Under_DE,C_True_IE,C_MisOR_IE,C_MisPS_IE,C_MisBoth_IE,C_Over_IE,C_Under_IE,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66
0.027703562,0.028378228,0.013972157,0.028385626,0.029275365,0.018752592,-0.052734575,-0.05857856,-0.106544975,0.046844713,0.088060134,0.004045136,0.006936653,-0.002363905,0.005012026,0.007909909,-0.000628161,-0.140748688,-0.12897626,-0.175312623,0.029021361,0.088251472,3.7079807,3.70824469,3.747968044,3.632380793,3.630116797,3.60920265,37.3834306,37.16062626,48.35969491,3.828655637,7.959146791,4.143286049,4.304622036,5.24143891,3.930609328,4.071389629,4.721944855,52.24244906,56.41396344,118.5217985,5.046006642,22.24024239,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.029890449,0.029741972,0.030642054,0.032083035,0.031888986,0.031506179,0.122397658,0.113154539,0.144449634,0.008250557,0.02333497,0.005421156,0.006128192,0.000713874,0.002330089,0.00301457,-0.000740032,0.071719386,0.070624218,0.155190342,-0.015101464,0.039546993,3.544755037,3.535171789,3.678009659,3.578738881,3.57187371,3.709540274,9.791780793,9.749077921,10.35954644,3.911895283,5.866541322,3.972652989,3.972370444,4.686833823,4.019388571,4.029108759,4.698624378,14.56310854,14.89522734,15.16273506,4.817775657,10.08527357,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
0.01080755,0.008910515,0.000177444,0.010492829,0.008093223,-0.000218276,-0.002369167,0.033627963,0.010423063,0.004107818,-0.00841477,0.013023271,0.011023933,0.008348968,0.015356082,0.01202564,0.009571269,-0.083477247,-0.043886127,-0.014779669,0.006475455,0.084364581,3.740330141,3.774226808,3.735983792,3.714336261,3.750699866,3.706754858,11.5465203,11.93247432,14.18746607,4.592999674,13.15828579,4.407640912,4.404025086,4.448309014,4.346734122,4.360352087,4.394727491,12.9171065,13.28498611,15.03917407,7.373082879,48.14250986,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-0.00590252,-0.006793918,0.015545149,-0.005104651,-0.0060975,0.021197493,0.018908989,0.031706002,0.060090209,-0.031604531,-0.050136792,-0.100935297,-0.105098613,-0.133221323,-0.101256289,-0.105530099,-0.134575814,-0.114880582,-0.094987287,-0.023846738,-0.147461212,-0.121980614,4.137496534,4.204402916,4.705910028,4.162478635,4.233309374,4.767679814,10.75741537,10.78923485,15.54044042,5.210284669,7.060190765,6.032782114,6.267300895,7.799223205,6.080650772,6.336106435,7.80001159,18.47350593,18.55920794,23.61256844,8.961437339,10.00463688,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1
-0.080544038,-0.080751579,-0.071003796,-0.0828348,-0.082802293,-0.077544988,-0.037084635,-0.073428496,-0.030252143,-0.057203592,-0.076772932,-0.064124058,-0.064172034,-0.083932518,-0.068747413,-0.068587207,-0.085817688,-0.024846328,-0.057481916,0.031816193,-0.034552231,0.007314672,3.964222271,3.950001527,4.081360472,3.999558016,3.979174625,4.142347285,10.23627137,10.07266978,9.50630668,4.696349236,6.20243822,5.088275643,5.063096084,6.163966353,5.174823327,5.137257862,6.316875836,16.4398307,16.25025598,16.89837089,7.213510701,9.611528833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.03726799,0.03638441,0.026457716,0.038729412,0.03781005,0.030428848,0.045487184,0.018801326,0.129452015,0.031857691,0.021460962,0.002930905,0.002976102,-0.030153326,0.004637666,0.004747483,-0.032439588,-0.034599347,-0.055071242,0.04263075,0.006572214,-0.015762878,3.637564996,3.657637945,3.549852865,3.60555092,3.625292364,3.560655405,10.79076946,11.00405543,13.47045313,4.365241756,5.467956042,5.613669321,5.723839363,4.237453439,5.772184021,5.893022042,4.222123568,14.03714337,14.56225542,11.88683296,7.130200977,9.237531779,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.017210259,0.0187421,0.005702983,0.01533393,0.017041725,0.00216116,-0.142825295,-0.06772708,-0.170422361,0.048948994,-0.042657019,-0.088252784,-0.086340856,-0.093984242,-0.094370866,-0.09187229,-0.102007641,-0.258278422,-0.178436228,-0.244361823,-0.044934573,-0.130644565,5.639409594,5.5521535,5.864544134,6.033790836,5.880157355,6.411173758,34.04824494,26.47287864,50.47181895,5.173036856,9.625774693,6.991304607,6.700996493,9.131056632,7.792093158,7.322732035,10.59841561,72.51490905,54.35140059,121.3536998,5.865797454,16.86084052,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.056861234,0.057076993,0.042944231,0.062827888,0.06300662,0.050249175,-0.0267597,-0.017939283,-0.034250869,0.00658364,0.047994991,0.086033455,0.085737578,0.089861973,0.090870459,0.090496221,0.09527637,-0.035040788,-0.030830605,0.002878326,0.017733553,0.074515529,3.916851925,3.912016911,4.146894472,3.90646747,3.899133799,4.144385728,17.51276407,17.29603339,20.41486576,5.263456981,5.542652602,5.187997276,5.164090659,5.6803601,5.172221968,5.141827094,5.677169416,34.41112084,33.69147931,42.01595244,9.253152231,10.60440355,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.030426518,0.031345637,0.03866304,0.02998685,0.030946196,0.040511295,0.04755075,0.033330828,0.059800995,0.045714013,0.020387597,0.051977588,0.052435576,0.075281699,0.056203121,0.0567335,0.079809588,0.036687894,0.01910491,0.086118279,0.077918309,0.108568588,3.899602006,3.905802937,4.179050457,3.890231037,3.897499446,4.191102077,13.45677355,13.36282288,13.41594441,4.481754142,5.987083496,5.577696572,5.574270607,5.687170753,5.506488421,5.508232932,5.751160905,18.80712399,18.84949119,21.46385149,7.057342176,8.748133472,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.005388637,0.008257413,0.021476494,0.00725349,0.010000628,0.020787614,-0.022937845,0.00387647,0.008045588,0.006861448,0.026170276,0.027365509,0.029960848,0.031325564,0.029753176,0.031674176,0.033401448,-0.01711657,-0.005573146,0.043876172,0.030153358,0.084465605,3.743866497,3.807513993,3.664514525,3.727671217,3.784312365,3.642483925,10.75385825,11.12189542,9.319957469,4.346618152,5.898434932,4.245801296,4.375956436,4.371830971,4.168569473,4.291851504,4.266760339,18.22050547,18.75544688,17.13585659,6.122883379,9.541471157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-0.021695107,-0.020312597,-0.020775413,-0.022681959,-0.021466719,-0.025846623,-0.145950757,-0.111022861,-0.120701898,-0.037471298,0.001438927,-0.001392903,-0.002265929,-2.73E-06,-0.006313285,-0.006963831,-0.00543517,-0.155374039,-0.119206068,-0.091469768,-0.039249806,0.159589245,4.847903163,4.773632448,5.442423843,4.817733021,4.741259817,5.409275538,14.35161167,13.83547422,15.6840365,5.886724088,12.76686582,4.899432082,4.822440099,5.739238278,4.882283031,4.792721887,5.590558619,19.88727163,19.31989082,25.86266556,8.317455272,45.32663593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-0.003447882,-0.003874574,-0.00585752,-0.006614541,-0.007060289,-0.009699847,-0.113368959,-0.079242736,-0.12646943,-0.025576852,-0.067738379,-0.11857401,-0.116350499,-0.119592431,-0.12696715,-0.124851051,-0.131620651,-0.282184569,-0.235433108,-0.262457779,-0.163011362,-0.223788381,3.513825577,3.514431563,3.780230707,3.678978835,3.67808956,4.133536427,17.04671732,16.72984061,24.68173581,4.682296336,5.075712741,5.142971304,5.134649078,5.436120683,5.534565274,5.523566233,6.382594914,35.38922117,34.38678492,57.71974226,8.366946813,9.331095987,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0
-0.024969719,-0.024425952,-0.012368663,-0.023730194,-0.02314304,-0.010901614,0.059332729,0.035204591,0.0964101,-0.003398452,0.000384101,-0.030945242,-0.031090067,-0.011577841,-0.0308125,-0.030835336,-0.015057272,0.028571559,0.011472595,0.166884477,0.018114771,0.04242849,4.434046415,4.419893317,5.469589871,4.435546404,4.421004506,5.422964518,12.0980253,11.93159875,13.49539375,4.917589099,5.997266761,4.719623062,4.682584571,7.218509764,4.764519584,4.729805792,7.012667313,10.77404339,10.75218223,18.54965195,6.407810297,9.435308714,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.030907797,0.031207997,0.017863519,0.029736801,0.030024884,0.016696954,-0.045053097,0.043194483,-0.028011982,0.007959096,-0.026034197,0.063985838,0.063890751,0.068673343,0.062742722,0.062522103,0.066832636,0.004309958,0.078230992,0.071068751,0.0103911,0.009260767,3.359500372,3.360174059,3.555812466,3.366716591,3.36939772,3.573279597,9.886438118,10.12310859,9.790661211,3.944525704,5.266855467,3.824091558,3.857673769,4.149609572,3.818970786,3.860393238,4.166381237,15.93145667,15.62019253,15.79725248,5.483969325,8.966709345,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
